Date,AGRI,BASIC-IND,CONSUMER,FINANCE,INFRASTRUC,MINING,MISC-IND,PROPERTY,TRADE
2019-01-02,11.18865487598237,13.958000311886881,7.412184538237007,6.026692046671498,9.647514398296538,19.66444770019244,15.767146899030438,11.599918812417839,7.122998770566006
2019-01-03,14.17129411613097,11.53471420595196,11.648836757990416,13.260685196135563,8.287702120602866,10.457136556012522,25.561387111960997,23.694928178543847,6.762028593329489
2019-01-04,12.19706428166583,14.91133382678435,18.72779428397381,14.160737134793367,11.420783731590813,35.34293720137005,23.1910147219882,10.212431666719016,10.291797985255123
2019-01-07,19.013848708425744,10.847051375341632,21.361238005073695,8.777697961737914,7.541323768786924,17.702801423765862,30.04130662667433,10.025528521989045,11.164696598239793
2019-01-08,10.321995184628989,19.865479074783877,24.547949274096936,8.274820241217588,11.30111655796628,14.574205537253818,9.941925146407618,14.513374259573459,12.267473231556265
2019-01-09,19.2809874143738,8.437059705004735,18.346448897952314,6.239547801808799,12.166912049817274,10.80023983573179,14.73563663219189,9.791174461266088,7.364926632870025
2019-01-10,12.744287789252459,15.184873413941071,16.856797828331445,8.146408041171401,11.573618881623572,12.185945822575398,25.27195117888353,8.200497215378428,5.4029966380416345
2019-01-11,10.785520321541167,12.816343229092658,7.361603741303091,6.155577918493522,9.65377640026112,9.591067688343019,7.589969779115807,10.345067516121016,9.25982793039747
2019-01-14,10.695659390855115,20.4368451575945,10.614511814096957,7.522716320242233,10.198683022154576,8.008644080493042,16.60552160724161,7.488749668563573,15.863989483200855
2019-01-15,6.43266704685744,24.0814193299368,14.141225738528812,9.244514440946794,16.36828657461236,11.21578952467112,10.23958889827289,17.2808655068263,5.056460109344413
2019-01-16,9.471323527434619,17.567038583588676,17.827553971437922,6.433773815379127,14.825796125274918,9.765870138090255,13.068339167477125,9.931817488477584,7.755606017245286
2019-01-17,8.808285029868667,15.79977221112724,7.6123801670070375,9.546508293111788,9.643932362888194,12.783183636452774,12.255432973118342,19.451996063425426,8.421376381306908
2019-01-18,13.852752728200507,17.74575118773722,13.64034912558022,9.62005982735691,8.481482992092163,7.684762083888856,17.88631011583562,11.154960612080359,7.656320013255743
2019-01-21,37.62357522474207,14.672727898504318,6.679665917455307,11.239819404671698,6.783865952016485,11.413077189388606,22.041034949950824,19.550363808868372,12.592970907801954
2019-01-22,22.348394537434338,15.808760201423594,5.800887122879912,11.334798627744554,13.508762958188465,16.12908581484656,21.144765437580954,13.059209452374553,5.682678369631265
2019-01-23,11.864897909390871,11.503815248222354,9.512534571345805,8.502729679663359,9.096892496620722,10.648078731851648,10.053279961626465,12.060807163403348,13.634962233936035
2019-01-24,13.693570685362047,9.17458635856038,6.368308532270239,10.718085347177796,11.406988006338027,10.501895476666014,20.870314021674034,12.14572695670134,5.6661666677268565
2019-01-25,20.66102694876821,6.954183919885735,6.218750831017097,7.066974973516568,13.020854932122521,11.23968010810461,19.20060871654622,13.013279634669663,6.445968900698835
2019-01-28,21.67463472862655,16.994144942155394,13.970930270576293,10.058684824763944,23.517679420489003,10.326566116304269,19.27082776313321,25.501698933424066,7.152087214753849
2019-01-29,16.283111468267876,13.898794445550939,9.122367438539623,11.69278682637623,7.809514190190764,10.334694722380029,10.985180053012433,12.103349658912554,15.700252343938335
2019-01-30,14.331900415806198,22.01726232213729,9.045301631722372,7.276186443768173,15.797219528394054,8.9911986724923,14.57856638916436,16.304627648757325,10.776530183693756
2019-01-31,8.421709561108239,13.600255443643109,4.342516811351482,13.803454266197294,10.878221282866642,13.455959085089198,12.321825028299333,15.856321798880547,6.904366556471805
2019-02-01,7.402423030857203,15.344075360908981,10.58487901197201,9.231226035092597,21.16218865362305,8.941723340886941,16.602227520691653,11.378933191100039,8.207911437540327
2019-02-04,9.454855837400325,14.77322819589745,18.894910263838778,13.96935064542078,16.715673251772706,10.15298935979451,25.71767114844065,10.523008683447939,7.934928623787732
2019-02-06,13.15348453748976,11.949557413829694,9.235814293052892,4.403631621211776,22.771273622866218,9.180814056528625,9.542968667143088,15.599292911880108,5.0728896926398015
2019-02-07,15.150843405155678,15.61017307200303,8.561680164525088,6.322503275166904,11.234418949415408,12.44669256739392,13.942071375678328,11.65233948058125,7.197479702896284
2019-02-08,9.714547567121858,19.34176822502827,7.95968919307252,6.477794901378981,12.086363965967239,12.641600561103703,11.401646504954831,8.031929894881674,4.876427943490892
2019-02-11,11.694511708071786,14.833489144414965,9.587019622107015,7.563430489147358,12.25076815100161,15.879102149065416,16.288027728628965,16.28473580084967,10.23050398949233
2019-02-12,24.49791867166161,22.123843738495374,11.020445328143525,18.233995176294414,31.004405573453443,17.91253589383389,33.53400702362811,26.964614451658658,16.454376281732824
2019-02-13,13.893862065641278,17.899396739111527,10.128720152638051,11.434212610947931,17.78602247053708,15.42323454832636,23.287916314062397,11.923991883704959,11.258772936369638
2019-02-14,9.021835408916187,18.363299748589483,6.886427930013256,9.55619785742057,22.429620881971278,14.429159899916996,24.69994511343854,11.364322966736488,10.65829665195637
2019-02-15,15.483594342513976,18.515247805333367,10.106331104187928,7.813334312088263,15.955165550577247,15.243348343639454,13.469425942572405,17.14155222810327,9.609946357984208
2019-02-18,9.703139843446387,9.273371539982191,18.632035909525474,9.32088956140873,23.929880146862043,13.403312348778767,21.99534422741779,10.574352383213382,11.04046292673852
2019-02-19,12.504469125597003,14.796162047833777,6.111905846604846,10.78662558529189,11.489172298706881,15.511625544659536,12.303195270643858,9.580909808668096,7.233247017570524
2019-02-20,10.85231197016636,12.103404874849828,11.791929752643329,15.666160076939297,18.511274670978445,7.835056534390795,25.685783877546125,9.290720050362077,7.216249506688155
2019-02-21,10.434998974416247,14.478648200245678,7.419441276510658,8.010184362096949,8.437262108379974,15.237258867666323,10.114087506900015,9.630149526515106,7.6981247079388515
