Date,Open,High,Low,Close,Volume,Change,Previous,Value,Frequency,ForeignSellValue,ForeignBuyValue,NonRegularVolume,NonRegularValue,NonRegularFrequency,ListedShare,TradebleShare,IndexCode,NumberOfStock,MarketCapital
04-03-2015,2264.899,2269.684,2255.158,2257.359,97824950,-7.54,2264.899,490997137000,13309,,,,,,,,CONSUMER,36,1.02727593242925E+15
05-03-2015,2257.359,2276.114,2254.153,2254.153,71332736,-3.206,2257.359,299790626380,12677,,,,,,,,CONSUMER,36,1.02622589777084E+15
06-03-2015,2254.153,2298.599,2256.665,2298.599,81281251,44.446,2254.153,430601407125,14319,,,,,,,,CONSUMER,36,1.04111114091166E+15
09-03-2015,2298.599,2286.2,2264.089,2272.738,93309671,-25.861,2298.599,481743387750,16130,,,,,,,,CONSUMER,36,1.03351793084304E+15
10-03-2015,2272.738,2293.435,2242.584,2291.543,115026587,18.805,2272.738,594452069908,19369,,,,,,,,CONSUMER,36,1.03967698704058E+15
11-03-2015,2291.543,2302.651,2262.724,2302.651,156134916,11.108,2291.543,675443916890,18112,,,,,,,,CONSUMER,36,1.04342438471646E+15
12-03-2015,2302.651,2340.008,2293.442,2340.008,89293539,37.357,2302.651,415409836750,15441,,,,,,,,CONSUMER,36,1.05565916113045E+15
13-03-2015,2340.008,2346.564,2326.54,2333.713,96301520,-6.295,2340.008,396506506550,16075,,,,,,,,CONSUMER,36,1.05359761099146E+15
16-03-2015,2333.713,2342.181,2325.321,2328.168,67239379,-5.545,2333.713,319377801345,13382,,,,,,,,CONSUMER,36,1.05265821267435E+15
17-03-2015,2328.168,2345.931,2312.764,2312.916,116430870,-15.252,2328.168,440202305885,14334,,,,,,,,CONSUMER,36,1.04459475119798E+15
18-03-2015,2312.916,2309.909,2273.641,2273.641,86284814,-39.275,2312.916,411389823675,13011,,,,,,,,CONSUMER,36,1.03775843333986E+15
19-03-2015,2273.641,2309.337,2291.916,2304.871,98646588,31.23,2273.641,374412293700,15340,,,,,,,,CONSUMER,36,1.04853447177662E+15
20-03-2015,2304.871,2311.561,2291.292,2306.417,140953270,1.546,2304.871,557080855900,13373,,,,,,,,CONSUMER,36,1.04904085176766E+15
